authors,dates,statements,sources,targets,BianryTarget,BianryNumTarget
Ciara O'Rourke,"September 29, 2023",President Joe Biden and his son snorted cocaine in the White House.,Instagram posts,false,Fake,0
Ciara O'Rourke,"September 29, 2023",Video shows “everyone will be wiped out in 21 days.”,Facebook posts,false,Fake,0
Louis Jacobson,"September 28, 2023",“We are more energy independent today” under President Joe Biden.,Gavin Newsom,half-true,Fake,0
Grace Abels,"September 28, 2023","Being transgender is a ""mental health disorder.""",Vivek Ramaswamy,false,Fake,0
Sara Swann,"September 28, 2023","World Economic Forum “elites” are pushing the Great Reset, which aims to control people by taking all their possessions.",Instagram posts,false,Fake,0
Ciara O'Rourke,"September 28, 2023",“Klaus Schwab admits agenda 2030 is failing as millions rise up against new world order.”,Viral image,false,Fake,0
Maria Briceño,"September 28, 2023","“Si ganas menos de $50,000 al año” puedes calificar para un crédito de salud y usarlo para “lo que sea”.",Facebook posts,barely-true,Fake,0
Ciara O'Rourke,"September 28, 2023",A 1970s public service announcement offers tips for avoiding the coronavirus.,Viral image,false,Fake,0
Ciara O'Rourke,"September 28, 2023",“Donald Trump exposes why 9/11 was an inside job.”,Instagram posts,false,Fake,0
Loreben Tuquero,"September 28, 2023","At a United Nations summit, President Joe Biden and U.N. Secretary-General António Guterres warned of a planned disaster.",Facebook posts,false,Fake,0
Adrianne Dering,"September 28, 2023","“A few years back,” Mitchell Stadium in Bluefield, W.Va., “was voted the best high school football field in America.”",Mike Oliverio,true,Real,1
Amy Sherman,"September 28, 2023",“Ron DeSantis is against fracking. He is against drilling.”,Nikki Haley,half-true,Fake,0
Maria Briceño,"September 27, 2023",“Bill Gates está liberando miles y miles de mosquitos modificados genéticamente para que le piquen a las personas…y que pueden ser perfectamente una arma biológica”.,Facebook posts,false,Fake,0
Sara Swann,"September 27, 2023","""Trump just bought a handgun!”",Instagram posts,false,Fake,0
Ciara O'Rourke,"September 27, 2023",Video shows all highways closed in Berlin “right now.”,Facebook posts,false,Fake,0
Sara Swann,"September 27, 2023","“They brought in 25,000 (National Guard members) because Biden couldn't get enough people to his inauguration.”",Instagram posts,false,Fake,0
Ciara O'Rourke,"September 27, 2023",A greeting message for Ukraine President Volodymyr Zelenskyy said “Glory to Urine.”,Viral image,false,Fake,0
Loreben Tuquero,"September 26, 2023","A video proves U.S. Attorney General Merrick Garland faces “a lying charge” after giving a fake number to Sen. John Kennedy, R-La., at a hearing.",Facebook posts,pants-fire,Fake,0
Madison Czopek,"September 26, 2023","“Joe Biden grants voting rights to 500,000 invaders.”",TikTok posts,false,Fake,0
Sara Swann,"September 26, 2023","Under Project Hamilton, “every dollar you hold in your bank account, your wallet and even your retirement” will be confiscated and “replaced with a dangerous new totally digital dollar.”",Facebook posts,false,Fake,0
Kylie Tuttle,"September 26, 2023","“Under Jim Justice,” West Virginia had “the lowest unemployment rate in state history.”",Jim Justice,mostly-true,Real,1
Jeff Cercone,"September 26, 2023","U.S. aid to Ukraine will continue during a government shutdown, but programs for food stamps, transportation, education, justice, environmental protection and homelessness will not.",Instagram posts,half-true,Fake,0
Grace Abels,"September 25, 2023",Image shows Sen. Rand Paul in a bathrobe on the steps of the U.S. Capitol.,Facebook posts,false,Fake,0
Marta Campabadal,"• September 25,","Una receta casera ""restaura la visión en 7 días, el glaucoma y las cataratas quedan en el pasado"".",Facebook posts,false,Fake,0
Maria Briceño,"September 25, 2023","“El estado de California podría quitarte a tus hijos si no aceptas cambiarles el sexo"".",TikTok posts,false,Fake,0
Jeff Cercone,"September 22, 2023","""Texas teacher fired for reading Diary of Anne Frank to class.”",Randi Weingarten,half-true,Fake,0
Madison Czopek,"September 22, 2023",Giant human skeletons as large as 36 feet have been “unearthed and documented” in historical records.,Facebook posts,false,Fake,0
Marta Campabadal,"• September 22,","Since Joe Biden “has taken office, unemployment in our (Latino) community has been cut in half.""",Joe Biden,mostly-true,Real,1
Maria Briceño,"September 22, 2023","Supervisores del TSA de Estados Unidos tuvieron una junta y ""para mediados de octubre van a decir que cualquiera persona que vaya a volar, va a tener que usar el tapabocas otra vez"".",Facebook posts,false,Fake,0
Paul Specht,"September 21, 2023",“Gov. Roy Cooper is blocking a pioneering school choice bill that would give thousands of low-income parents the funds to allow their kids to get a high-quality education.”,Unleash Prosperity Now,barely-true,Fake,0
Sara Swann,"September 21, 2023","""Poland declares war on Russia.”",Facebook posts,false,Fake,0
Ciara O'Rourke,"September 21, 2023",Video shows a Federal Emergency Management Agency “concentration camp” in Hawaii.,Facebook posts,pants-fire,Fake,0
Ciara O'Rourke,"September 21, 2023","Video shows Elon Musk promising $45,000 in Canadian currency for participating Canadian citizens.",Facebook posts,false,Fake,0
Ciara O'Rourke,"September 21, 2023","Princess Diana, actor Heath Ledger and musician John Lennon were “killed for exposing the truth.”",Facebook posts,false,Fake,0
Jeff Cercone,"September 21, 2023",An emergency broadcast system test will “send a specific high-frequency signal … with the intention of activating graphene oxide” in people.,Instagram posts,pants-fire,Fake,0
Ciara O'Rourke,"September 21, 2023",Photo shows Hillary Clinton on a “lethal injection medical table.”,Facebook posts,pants-fire,Fake,0
Maria Briceño,"September 21, 2023","“Bill Gates financió la investigación sobre garrapatas de ganado modificadas genéticamente"" y ahora 450,000 estadounidenses ""tienen alergias a la carne por el síndrome alfa-gal, causado por picaduras de garrapatas”.",Facebook posts,false,Fake,0
Ciara O'Rourke,"September 21, 2023",Video shows New York City police “arrest two young people for sleeping on concrete blocks.”,Instagram posts,false,Fake,0
Ciara O'Rourke,"September 21, 2023",“Janet Yellen arrested for treason.”,Facebook posts,pants-fire,Fake,0
Matthew Crowley,"September 21, 2023",“CEOs are now making 400 times more than their average worker.”,Bernie Sanders,mostly-true,Real,1
Sara Swann,"September 21, 2023",Video shows Republican Missouri state senators using flamethrowers to burn books.,Instagram posts,false,Fake,0
Ciara O'Rourke,"September 20, 2023",“People who took the jab are technically ‘non human species.’”,Instagram posts,pants-fire,Fake,0
Ciara O'Rourke,"September 20, 2023",U.S. Rep. Nancy Pelosi was arrested.,Facebook posts,false,Fake,0
Ciara O'Rourke,"September 20, 2023","“World leaders & elite businessmen are ingesting the blood of young children in order to achieve ‘eternal youth,’ a CBS report warns.”",Instagram posts,pants-fire,Fake,0
Grace Abels,"September 20, 2023",“Navy SEALs Save Missing Maui Children” who were padlocked in cages.,TikTok posts,false,Fake,0
Sara Swann,"September 20, 2023",Video shows an April 2023 clown attack in Paris.,Facebook posts,false,Fake,0
Loreben Tuquero,"September 20, 2023",The World Economic Forum is calling “for COVID concentration camps.”,Instagram posts,false,Fake,0
Loreben Tuquero,"September 20, 2023",Video proves Sen. John Fetterman has a body double.,Social Media,pants-fire,Fake,0
Samantha Putterman,"September 19, 2023",Video shows Donald Trump believes “there has to be some form of punishment” for women who have abortions.,Joe Biden,barely-true,Fake,0
Ciara O'Rourke,"September 19, 2023",“Walmart must pay $500 to customers who made purchases in the last 180 days.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"September 19, 2023",Former President Donald Trump called Michelle Obama “Mike” in this tweet.,Viral image,false,Fake,0
Jeff Cercone,"September 19, 2023",Videos show confrontation over LGBTQ+ representation.,Instagram posts,false,Fake,0
Louis Jacobson,"September 19, 2023",“I taught at the University of Pennsylvania for four years.”,Joe Biden,half-true,Fake,0
Sara Swann,"September 19, 2023","“California Democrats have proposed Bill 553, which makes it ILLEGAL to confront or fight back against looters, burglars and shoplifters.”",Instagram posts,false,Fake,0
Ciara O'Rourke,"September 18, 2023",“Walmart must pay $500 to U.S. families who made purchases in 2022.”,Facebook posts,false,Fake,0
Louis Jacobson,"September 18, 2023","The price of ""bacon is up five times"" under President Joe Biden.",Donald Trump,false,Fake,0
Ciara O'Rourke,"September 18, 2023",“Obama finally reveals how personal chef drowned in mysterious pond accident.”,Facebook posts,false,Fake,0
Jeff Cercone,"September 18, 2023","In Westport, Connecticut, drones are “scanning (people) for COVID-19 symptoms.”",Instagram posts,false,Fake,0
Madison Czopek,"September 18, 2023",“We know the bank records show that nearly $20 million in payments were directed to the Biden family members and associates through various shell companies.”,Kevin McCarthy,half-true,Fake,0
Sara Swann,"September 18, 2023",“Donald Trump spent 9/11 marching into a war zone of fire and ashes with an army of his own men to save Americans.”,Benny Johnson,false,Fake,0
Loreben Tuquero,"September 15, 2023",Oprah Winfrey “managed to hire a private firefighting team” to protect her Maui properties before the August wildfires occurred.,Instagram posts,false,Fake,0
Jeff Cercone,"September 15, 2023",A World Economic Forum video reveals conspiracy behind COVID-19 spread.,Facebook posts,false,Fake,0
Maria Ramirez,"• September 14,",“I really don’t know who gave (Dr. Anthony Fauci) the commendation.”,Donald Trump,false,Fake,0
Ciara O'Rourke,"September 14, 2023",“Hillary Clinton in trouble as her dark web video leaked.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"September 14, 2023",President Joe Biden’s comments confirm that the government is going to “increase the number and intensity of extreme weather events.”,Instagram posts,false,Fake,0
Marta Campabadal,"• September 14,",Estas son imágenes del “sismo de gran magnitud” en Marruecos.,Facebook posts,false,Fake,0
Jeff Cercone,"September 14, 2023",Hawaii wildfire was intentionally set because there’s “120 million tons of lithium in Maui.”,TikTok posts,pants-fire,Fake,0
Samantha Putterman,"September 14, 2023","“Florida sort of had a mandate because they were giving the vaccine, they were demanding everybody take the vaccine.”",Donald Trump,pants-fire,Fake,0
Sara Swann,"September 14, 2023","“Whoopi, Joy and Sunny Threaten To Resign ‘Immediately’ If Candace Owens Joins The Panel.”",Facebook posts,false,Fake,0
Loreben Tuquero,"September 13, 2023",CNN reported “breaking news” that the Pentagon announced a plan to “implant Americans with nanotech particles.”,Facebook posts,false,Fake,0
Ciara O'Rourke,"September 13, 2023",Video shows Vice President Kamala Harris discussing how women should “get ahead.”,Viral image,pants-fire,Fake,0
Ciara O'Rourke,"September 13, 2023","“Over 1,000 missing children in Maui.”",Viral image,false,Fake,0
Ciara O'Rourke,"September 13, 2023",“Shocking video shows Biden wearing a skin mask.”,Viral image,pants-fire,Fake,0
Ciara O'Rourke,"September 13, 2023",A new photo shows Queen Elizabeth II on the day she died.,Instagram posts,false,Fake,0
Sara Swann,"September 13, 2023",Video shows Hawaiians being evicted after Maui wildfires.,Instagram posts,false,Fake,0
Marta Campabadal,"• September 13,",Este video muestra una “fábrica de carne” humana “en America”.,Facebook posts,pants-fire,Fake,0
Ciara O'Rourke,"September 13, 2023",“Congress say they will start printing 2024 ballot without Trump name in October 2023.”,TikTok posts,false,Fake,0
Louis Jacobson,"September 13, 2023",On moving forward with an impeachment inquiry into President Joe Biden with a House vote.,Kevin McCarthy,full-flop,Fake,0
Louis Jacobson,"September 12, 2023",“Ground zero in New York — I remember standing there the next day.”,Joe Biden,false,Fake,0
Jeff Cercone,"September 12, 2023","""Modified mosquitoes have officially made it to Ohio.”",Instagram posts,false,Fake,0
Sara Swann,"September 12, 2023",Video shows a missile hitting the Pentagon on 9/11.,Instagram posts,pants-fire,Fake,0
Ciara O'Rourke,"September 11, 2023",CNN reported that “Barack Obama’s ex-boyfriend admits he was ‘prime suspect’ in gay serial killer case.”,Facebook posts,pants-fire,Fake,0
Sara Swann,"September 11, 2023",A FEMA office in Chicago is proof of a conspiracy.,Facebook posts,false,Fake,0
Ciara O'Rourke,"September 11, 2023",Elon Musk said President Joe Biden “has one month left to live.”,Facebook posts,pants-fire,Fake,0
Ciara O'Rourke,"September 11, 2023",Video shows Pope Francis slapping former President Donald Trump’s hand.,Viral image,false,Fake,0
Ciara O'Rourke,"September 8, 2023",Video shows “someone who tried to escape Burning Man.”,Instagram posts,false,Fake,0
